Date, na,Open,High,Low,Close,Volume
2015.03.26,00:00,0.96033,0.96556,0.94902,0.96323,35384
2015.03.27,00:00,0.96323,0.96915,0.95595,0.96068,30958
2015.03.29,00:00,0.96127,0.96157,0.96048,0.96134,1979
2015.03.30,00:00,0.96135,0.96886,0.96035,0.96744,27418
2015.03.31,00:00,0.96745,0.97558,0.96535,0.97205,34325
2015.04.01,00:00,0.97198,0.97416,0.96440,0.96607,20740
2015.04.02,00:00,0.96609,0.96728,0.95610,0.95997,27745
2015.04.03,00:00,0.95997,0.96088,0.94791,0.94943,14547
2015.04.05,00:00,0.95109,0.95250,0.95032,0.95250,1815
2015.04.06,00:00,0.95249,0.96039,0.94988,0.95785,17505
2015.04.07,00:00,0.95785,0.96716,0.95562,0.96569,14323
2015.04.08,00:00,0.96571,0.96721,0.95970,0.96624,25426
2015.04.09,00:00,0.96623,0.97889,0.96618,0.97699,24902
2015.04.10,00:00,0.97700,0.98358,0.97503,0.97898,22324
2015.04.12,00:00,0.97986,0.98081,0.97874,0.97927,480
2015.04.13,00:00,0.97928,0.98624,0.97584,0.97738,25037
2015.04.14,00:00,0.97740,0.97941,0.96723,0.97283,15142
2015.04.15,00:00,0.97283,0.97702,0.96348,0.96491,18846
2015.04.16,00:00,0.96492,0.97104,0.95390,0.95650,35592
2015.04.17,00:00,0.95649,0.95828,0.94930,0.95182,32840
2015.04.19,00:00,0.95071,0.95316,0.95026,0.95140,2319
2015.04.20,00:00,0.95144,0.95985,0.94993,0.95534,35098
2015.04.21,00:00,0.95533,0.96238,0.95052,0.95492,32948
2015.04.22,00:00,0.95493,0.97136,0.95005,0.96960,43225
2015.04.23,00:00,0.96960,0.97180,0.95296,0.95575,40334
2015.04.24,00:00,0.95578,0.95734,0.95095,0.95213,35092
2015.04.26,00:00,0.95415,0.95430,0.95284,0.95359,936
2015.04.27,00:00,0.95358,0.95830,0.94925,0.95514,36387
2015.04.28,00:00,0.95513,0.95980,0.95035,0.95605,20682
2015.04.29,00:00,0.95600,0.95718,0.93394,0.94025,41460
